sexo,grupo_edad,fecha,num_casos,num_hosp,num_uci,num_def
H,70-79,2020-08-26,230,57,8,9
H,70-79,2020-08-27,197,69,5,8
H,70-79,2020-08-28,240,56,9,4
H,70-79,2020-08-29,180,54,6,7
H,70-79,2020-08-30,167,51,10,5
H,70-79,2020-08-31,168,71,9,6
H,70-79,2020-09-01,251,81,16,9
H,70-79,2020-09-02,268,87,8,9
H,70-79,2020-09-03,252,71,9,13
H,70-79,2020-09-04,312,70,13,6
H,70-79,2020-09-05,219,66,13,7
H,70-79,2020-09-06,151,55,14,13
H,70-79,2020-09-07,185,65,15,18
H,70-79,2020-09-08,296,73,7,12
H,70-79,2020-09-09,330,65,8,13
H,70-79,2020-09-10,345,92,8,12
H,70-79,2020-09-11,378,99,14,9
H,70-79,2020-09-12,227,71,14,13
H,70-79,2020-09-13,160,63,8,7
H,70-79,2020-09-14,234,101,14,8
H,70-79,2020-09-15,335,89,13,15
H,70-79,2020-09-16,356,106,9,12
H,70-79,2020-09-17,307,83,13,14
H,70-79,2020-09-18,380,100,14,14
H,70-79,2020-09-19,256,81,17,10
H,70-79,2020-09-20,171,64,15,9
H,70-79,2020-09-21,238,87,9,16
H,70-79,2020-09-22,338,104,15,21
H,70-79,2020-09-23,317,95,11,11
H,70-79,2020-09-24,303,84,10,22
H,70-79,2020-09-25,332,76,16,16
H,70-79,2020-09-26,206,67,12,15
H,70-79,2020-09-27,140,50,10,17
H,70-79,2020-09-28,192,85,19,24
H,70-79,2020-09-29,257,110,14,28
H,70-79,2020-09-30,279,72,15,21
H,70-79,2020-10-01,260,82,21,11
H,70-79,2020-10-02,278,99,15,14
H,70-79,2020-10-03,172,51,10,9
H,70-79,2020-10-04,132,73,10,9
H,70-79,2020-10-05,220,75,13,15
H,70-79,2020-10-06,310,93,15,14
H,70-79,2020-10-07,292,80,17,16
H,70-79,2020-10-08,353,100,14,19
H,70-79,2020-10-09,375,95,11,18
H,70-79,2020-10-10,254,98,5,9
H,70-79,2020-10-11,204,92,5,12
H,70-79,2020-10-12,192,79,13,24
H,70-79,2020-10-13,325,101,15,11
H,70-79,2020-10-14,411,124,18,20
H,70-79,2020-10-15,449,112,16,21
H,70-79,2020-10-16,499,128,27,18
H,70-79,2020-10-17,373,108,27,14
H,70-79,2020-10-18,263,81,15,21
H,70-79,2020-10-19,437,120,19,20
H,70-79,2020-10-20,585,148,23,27
H,70-79,2020-10-21,628,162,22,23
H,70-79,2020-10-22,672,138,20,29
H,70-79,2020-10-23,725,165,30,25
H,70-79,2020-10-24,471,144,25,32
H,70-79,2020-10-25,372,115,13,24
H,70-79,2020-10-26,559,138,15,31
H,70-79,2020-10-27,739,152,21,29
H,70-79,2020-10-28,752,202,30,35
H,70-79,2020-10-29,712,190,33,37
H,70-79,2020-10-30,743,192,28,33
H,70-79,2020-10-31,547,142,23,25
H,70-79,2020-11-01,401,155,26,30
H,70-79,2020-11-02,505,208,36,38
H,70-79,2020-11-03,650,169,26,38
H,70-79,2020-11-04,715,192,26,46
H,70-79,2020-11-05,711,179,33,52
H,70-79,2020-11-06,725,206,30,39
H,70-79,2020-11-07,486,151,20,38
H,70-79,2020-11-08,354,124,28,40
H,70-79,2020-11-09,499,183,30,38
H,70-79,2020-11-10,646,188,24,51
H,70-79,2020-11-11,593,189,15,43
H,70-79,2020-11-12,544,160,26,50
H,70-79,2020-11-13,568,173,29,60
H,70-79,2020-11-14,335,100,21,43
H,70-79,2020-11-15,241,108,20,33
H,70-79,2020-11-16,421,156,22,34
H,70-79,2020-11-17,521,188,28,61
H,70-79,2020-11-18,462,142,22,40
H,70-79,2020-11-19,400,121,27,36
H,70-79,2020-11-20,380,119,16,35
H,70-79,2020-11-21,222,91,20,43
H,70-79,2020-11-22,176,71,13,27
H,70-79,2020-11-23,301,108,28,44
H,70-79,2020-11-24,331,84,13,35
H,70-79,2020-11-25,318,92,19,36
H,70-79,2020-11-26,330,94,23,38
H,70-79,2020-11-27,295,101,17,31
H,70-79,2020-11-28,203,70,8,34
H,70-79,2020-11-29,121,59,18,27
H,70-79,2020-11-30,236,90,20,37
H,70-79,2020-12-01,284,88,14,33
H,70-79,2020-12-02,258,86,16,29
H,70-79,2020-12-03,225,70,16,35
H,70-79,2020-12-04,263,85,17,33
H,70-79,2020-12-05,157,56,6,20
H,70-79,2020-12-06,104,47,12,20
H,70-79,2020-12-07,200,63,13,19
H,70-79,2020-12-08,123,42,12,26
H,70-79,2020-12-09,266,87,15,23
H,70-79,2020-12-10,307,78,12,26
H,70-79,2020-12-11,310,82,8,29
H,70-79,2020-12-12,216,71,10,24
H,70-79,2020-12-13,145,55,8,21
H,70-79,2020-12-14,318,81,13,21
H,70-79,2020-12-15,393,73,9,24
H,70-79,2020-12-16,375,84,12,18
H,70-79,2020-12-17,310,79,15,18
H,70-79,2020-12-18,360,80,13,19
H,70-79,2020-12-19,201,56,5,18
H,70-79,2020-12-20,145,66,13,14
H,70-79,2020-12-21,337,94,12,20
H,70-79,2020-12-22,411,97,16,31
H,70-79,2020-12-23,392,96,18,29
H,70-79,2020-12-24,271,76,9,20
H,70-79,2020-12-25,169,60,15,21
H,70-79,2020-12-26,210,79,12,23
H,70-79,2020-12-27,197,94,20,20
H,70-79,2020-12-28,462,111,18,21
H,70-79,2020-12-29,563,93,24,26
H,70-79,2020-12-30,603,108,18,32
H,70-79,2020-12-31,427,87,17,17
H,70-79,2021-01-01,227,89,20,19
H,70-79,2021-01-02,318,111,23,28
H,70-79,2021-01-03,320,127,18,24
H,70-79,2021-01-04,633,158,23,32
H,70-79,2021-01-05,849,161,23,32
H,70-79,2021-01-06,409,114,18,30
H,70-79,2021-01-07,759,176,30,32
H,70-79,2021-01-08,865,155,28,33
H,70-79,2021-01-09,525,125,30,27
H,70-79,2021-01-10,433,142,22,25
H,70-79,2021-01-11,932,201,29,41
H,70-79,2021-01-12,1136,225,35,34
H,70-79,2021-01-13,1177,230,40,35
H,70-79,2021-01-14,1134,258,27,43
H,70-79,2021-01-15,1282,268,33,52
H,70-79,2021-01-16,832,245,37,48
H,70-79,2021-01-17,674,256,35,43
H,70-79,2021-01-18,1148,333,64,63
H,70-79,2021-01-19,1333,317,53,62
H,70-79,2021-01-20,1287,292,54,61
H,70-79,2021-01-21,1241,359,47,61
H,70-79,2021-01-22,1272,351,56,76
H,70-79,2021-01-23,858,283,50,53
H,70-79,2021-01-24,610,274,45,62
H,70-79,2021-01-25,1027,331,43,69
H,70-79,2021-01-26,1139,310,47,76
H,70-79,2021-01-27,1075,308,48,78
H,70-79,2021-01-28,1009,286,55,73
H,70-79,2021-01-29,931,303,41,76
H,70-79,2021-01-30,557,234,31,62
H,70-79,2021-01-31,369,190,49,77
H,70-79,2021-02-01,668,260,51,89
H,70-79,2021-02-02,858,266,35,79
H,70-79,2021-02-03,675,192,36,89
H,70-79,2021-02-04,593,211,35,56
H,70-79,2021-02-05,553,197,46,63
H,70-79,2021-02-06,298,129,20,53
H,70-79,2021-02-07,202,113,28,44
H,70-79,2021-02-08,433,191,37,70
H,70-79,2021-02-09,423,172,29,59
H,70-79,2021-02-10,350,121,21,61
H,70-79,2021-02-11,332,121,23,57
H,70-79,2021-02-12,335,124,15,54
H,70-79,2021-02-13,170,74,22,34
H,70-79,2021-02-14,122,71,17,34
H,70-79,2021-02-15,237,113,17,43
H,70-79,2021-02-16,248,87,11,54
H,70-79,2021-02-17,194,67,19,49
H,70-79,2021-02-18,255,84,20,42
H,70-79,2021-02-19,210,72,13,33
H,70-79,2021-02-20,133,48,13,33
H,70-79,2021-02-21,93,59,12,23
H,70-79,2021-02-22,174,68,11,34
H,70-79,2021-02-23,208,53,10,49
H,70-79,2021-02-24,164,51,10,38
H,70-79,2021-02-25,170,51,5,31
H,70-79,2021-02-26,159,50,11,34
H,70-79,2021-02-27,91,47,11,30
H,70-79,2021-02-28,74,44,10,31
H,70-79,2021-03-01,158,55,10,22
H,70-79,2021-03-02,147,59,11,30
H,70-79,2021-03-03,159,52,8,20
H,70-79,2021-03-04,157,56,12,20
H,70-79,2021-03-05,137,64,12,27
H,70-79,2021-03-06,66,46,5,23
H,70-79,2021-03-07,76,41,6,25
H,70-79,2021-03-08,127,66,13,29
H,70-79,2021-03-09,166,41,11,23
H,70-79,2021-03-10,134,49,11,20
H,70-79,2021-03-11,138,46,10,16
H,70-79,2021-03-12,136,50,3,19
H,70-79,2021-03-13,84,25,7,17
H,70-79,2021-03-14,58,28,4,13
H,70-79,2021-03-15,151,45,15,22
H,70-79,2021-03-16,162,46,11,19
H,70-79,2021-03-17,140,50,11,10
H,70-79,2021-03-18,170,52,16,10
H,70-79,2021-03-19,145,37,8,10
H,70-79,2021-03-20,79,31,5,8
H,70-79,2021-03-21,56,39,6,13
H,70-79,2021-03-22,184,40,8,12
H,70-79,2021-03-23,213,47,7,21
H,70-79,2021-03-24,180,45,10,6
H,70-79,2021-03-25,196,62,17,10
H,70-79,2021-03-26,210,56,9,15
H,70-79,2021-03-27,121,60,9,11
H,70-79,2021-03-28,96,33,7,12
H,70-79,2021-03-29,241,56,10,15
H,70-79,2021-03-30,222,64,11,23
H,70-79,2021-03-31,250,66,6,15
H,70-79,2021-04-01,163,57,13,8
H,70-79,2021-04-02,96,60,21,21
H,70-79,2021-04-03,147,65,16,18
H,70-79,2021-04-04,143,53,17,8
H,70-79,2021-04-05,255,87,10,10
H,70-79,2021-04-06,327,84,28,13
H,70-79,2021-04-07,274,69,17,8
H,70-79,2021-04-08,270,65,10,18
H,70-79,2021-04-09,298,81,13,16
H,70-79,2021-04-10,149,62,11,18
H,70-79,2021-04-11,117,55,15,15
H,70-79,2021-04-12,241,89,16,17
H,70-79,2021-04-13,282,86,13,9
H,70-79,2021-04-14,275,81,14,11
H,70-79,2021-04-15,283,83,12,13
H,70-79,2021-04-16,257,105,22,20
H,70-79,2021-04-17,184,66,17,14
H,70-79,2021-04-18,120,62,8,7
H,70-79,2021-04-19,246,98,14,23
H,70-79,2021-04-20,284,87,28,16
H,70-79,2021-04-21,237,81,15,11
H,70-79,2021-04-22,250,99,13,18
H,70-79,2021-04-23,264,82,16,11
H,70-79,2021-04-24,152,73,20,18
H,70-79,2021-04-25,132,57,9,15
H,70-79,2021-04-26,258,106,20,15
H,70-79,2021-04-27,243,96,21,18
H,70-79,2021-04-28,240,67,13,16
H,70-79,2021-04-29,205,63,16,11
H,70-79,2021-04-30,206,63,10,20
H,70-79,2021-05-01,95,44,11,15
H,70-79,2021-05-02,77,52,10,6
H,70-79,2021-05-03,167,65,10,20
H,70-79,2021-05-04,191,65,10,19
H,70-79,2021-05-05,167,66,7,16
H,70-79,2021-05-06,158,46,7,12
H,70-79,2021-05-07,177,60,11,23
H,70-79,2021-05-08,70,32,8,11
H,70-79,2021-05-09,69,34,7,10
H,70-79,2021-05-10,141,34,7,10
H,70-79,2021-05-11,109,44,4,8
H,70-79,2021-05-12,128,29,4,21
H,70-79,2021-05-13,107,26,7,10
H,70-79,2021-05-14,103,24,2,4
H,70-79,2021-05-15,43,22,7,7
H,70-79,2021-05-16,37,15,3,9
H,70-79,2021-05-17,79,19,6,4
H,70-79,2021-05-18,75,18,4,9
H,70-79,2021-05-19,59,24,11,9
H,70-79,2021-05-20,49,14,5,9
H,70-79,2021-05-21,68,14,8,11
H,70-79,2021-05-22,43,18,4,6
H,70-79,2021-05-23,20,11,1,7
H,70-79,2021-05-24,46,15,1,9
H,70-79,2021-05-25,60,13,3,3
H,70-79,2021-05-26,70,10,3,11
H,70-79,2021-05-27,49,12,4,7
H,70-79,2021-05-28,54,14,1,4
H,70-79,2021-05-29,29,5,1,2
H,70-79,2021-05-30,24,11,2,8
H,70-79,2021-05-31,36,14,1,8
H,70-79,2021-06-01,43,8,1,5
H,70-79,2021-06-02,38,6,1,3
H,70-79,2021-06-03,38,9,2,8
H,70-79,2021-06-04,39,5,0,6
H,70-79,2021-06-05,25,8,1,3
H,70-79,2021-06-06,6,1,2,5
H,70-79,2021-06-07,25,6,4,4
H,70-79,2021-06-08,29,7,1,3
H,70-79,2021-06-09,20,10,2,6
H,70-79,2021-06-10,22,6,0,3
H,70-79,2021-06-11,28,6,1,1
H,70-79,2021-06-12,20,5,3,3
H,70-79,2021-06-13,7,2,0,3
H,70-79,2021-06-14,29,4,0,1
H,70-79,2021-06-15,34,10,1,6
H,70-79,2021-06-16,26,3,0,3
H,70-79,2021-06-17,27,4,2,4
H,70-79,2021-06-18,21,4,1,3
H,70-79,2021-06-19,14,4,1,1
H,70-79,2021-06-20,12,1,0,3
H,70-79,2021-06-21,33,3,0,2
H,70-79,2021-06-22,30,7,2,3
H,70-79,2021-06-23,34,4,2,6
H,70-79,2021-06-24,16,9,1,3
H,70-79,2021-06-25,37,4,1,3
H,70-79,2021-06-26,17,5,0,3
H,70-79,2021-06-27,19,7,0,2
H,70-79,2021-06-28,26,5,0,3
H,70-79,2021-06-29,46,8,2,1
H,70-79,2021-06-30,47,10,0,2
H,70-79,2021-07-01,51,10,4,2
H,70-79,2021-07-02,64,11,0,0
H,70-79,2021-07-03,45,6,2,1
H,70-79,2021-07-04,27,7,1,0
H,70-79,2021-07-05,72,12,2,2
H,70-79,2021-07-06,88,12,0,2
H,70-79,2021-07-07,100,13,0,0
H,70-79,2021-07-08,109,10,2,1
H,70-79,2021-07-09,148,17,1,1
H,70-79,2021-07-10,98,19,1,1
H,70-79,2021-07-11,64,12,0,1
H,70-79,2021-07-12,189,23,1,2
H,70-79,2021-07-13,228,22,2,5
H,70-79,2021-07-14,218,23,1,3
H,70-79,2021-07-15,218,31,3,2
H,70-79,2021-07-16,240,27,5,8
H,70-79,2021-07-17,150,33,4,1
H,70-79,2021-07-18,120,26,4,0
H,70-79,2021-07-19,310,43,2,6
H,70-79,2021-07-20,352,42,4,3
H,70-79,2021-07-21,334,53,4,3
H,70-79,2021-07-22,374,51,3,7
H,70-79,2021-07-23,330,50,7,3
H,70-79,2021-07-24,230,38,5,7
H,70-79,2021-07-25,166,42,5,4
H,70-79,2021-07-26,341,54,8,2
H,70-79,2021-07-27,396,59,10,3
H,70-79,2021-07-28,380,48,11,10
H,70-79,2021-07-29,384,50,4,11
H,70-79,2021-07-30,363,39,4,7
H,70-79,2021-07-31,249,45,6,2
H,70-79,2021-08-01,146,47,8,7
H,70-79,2021-08-02,361,60,8,9
H,70-79,2021-08-03,373,54,11,10
H,70-79,2021-08-04,336,66,10,15
H,70-79,2021-08-05,325,49,9,7
H,70-79,2021-08-06,351,57,6,7
H,70-79,2021-08-07,215,48,17,8
H,70-79,2021-08-08,167,50,6,7
H,70-79,2021-08-09,308,63,10,11
H,70-79,2021-08-10,334,53,10,10
H,70-79,2021-08-11,310,60,8,13
H,70-79,2021-08-12,271,48,8,20
H,70-79,2021-08-13,266,44,8,10
H,70-79,2021-08-14,183,37,4,13
H,70-79,2021-08-15,112,48,6,14
H,70-79,2021-08-16,209,69,10,10
H,70-79,2021-08-17,244,39,9,9
H,70-79,2021-08-18,267,57,10,7
H,70-79,2021-08-19,227,36,8,10
H,70-79,2021-08-20,259,34,7,17
H,70-79,2021-08-21,143,36,4,8
H,70-79,2021-08-22,106,30,8,9
H,70-79,2021-08-23,223,50,7,13
H,70-79,2021-08-24,262,37,6,12
H,70-79,2021-08-25,233,39,11,16
H,70-79,2021-08-26,194,38,9,9
H,70-79,2021-08-27,179,35,5,4
H,70-79,2021-08-28,116,26,2,13
H,70-79,2021-08-29,73,25,3,6
H,70-79,2021-08-30,163,25,3,13
H,70-79,2021-08-31,168,42,8,11
H,70-79,2021-09-01,163,36,13,14
H,70-79,2021-09-02,148,30,6,7
H,70-79,2021-09-03,127,27,4,7
H,70-79,2021-09-04,83,25,6,7
H,70-79,2021-09-05,50,16,4,8
H,70-79,2021-09-06,117,21,7,9
H,70-79,2021-09-07,147,36,2,7
H,70-79,2021-09-08,110,27,4,3
H,70-79,2021-09-09,106,21,4,7
H,70-79,2021-09-10,112,18,3,3
H,70-79,2021-09-11,57,15,4,11
H,70-79,2021-09-12,38,13,3,7
H,70-79,2021-09-13,120,20,8,4
H,70-79,2021-09-14,105,24,2,3
H,70-79,2021-09-15,97,23,1,10
H,70-79,2021-09-16,81,21,5,7
H,70-79,2021-09-17,91,21,2,4
H,70-79,2021-09-18,37,9,4,5
H,70-79,2021-09-19,24,8,2,4
H,70-79,2021-09-20,64,16,1,8
H,70-79,2021-09-21,66,14,6,3
H,70-79,2021-09-22,80,11,3,4
H,70-79,2021-09-23,57,15,3,3
H,70-79,2021-09-24,72,16,4,3
H,70-79,2021-09-25,45,8,2,1
H,70-79,2021-09-26,35,9,0,3
H,70-79,2021-09-27,82,10,2,3
H,70-79,2021-09-28,64,12,2,1
H,70-79,2021-09-29,65,8,1,2
H,70-79,2021-09-30,55,17,1,7
H,70-79,2021-10-01,68,14,1,2
H,70-79,2021-10-02,24,6,1,6
H,70-79,2021-10-03,19,4,2,4
H,70-79,2021-10-04,65,10,3,5
H,70-79,2021-10-05,67,14,2,3
H,70-79,2021-10-06,63,8,2,5
H,70-79,2021-10-07,55,7,3,5
H,70-79,2021-10-08,60,16,2,5
H,70-79,2021-10-09,32,11,2,2
H,70-79,2021-10-10,19,6,1,4
H,70-79,2021-10-11,65,15,5,1
H,70-79,2021-10-12,32,5,0,3
H,70-79,2021-10-13,61,13,1,2
H,70-79,2021-10-14,68,6,2,0
H,70-79,2021-10-15,75,14,0,3
H,70-79,2021-10-16,34,9,3,1
H,70-79,2021-10-17,33,11,2,2
H,70-79,2021-10-18,87,13,4,4
H,70-79,2021-10-19,81,9,2,2
H,70-79,2021-10-20,77,13,1,3
H,70-79,2021-10-21,80,11,5,4
H,70-79,2021-10-22,87,10,0,1
H,70-79,2021-10-23,39,13,1,3
H,70-79,2021-10-24,30,8,0,2
H,70-79,2021-10-25,104,15,3,0
H,70-79,2021-10-26,80,15,2,2
H,70-79,2021-10-27,74,17,3,2
H,70-79,2021-10-28,89,19,1,3
H,70-79,2021-10-29,96,24,4,0
H,70-79,2021-10-30,41,13,2,1
H,70-79,2021-10-31,43,10,2,2
H,70-79,2021-11-01,40,17,4,2
H,70-79,2021-11-02,120,27,2,1
H,70-79,2021-11-03,103,15,0,2
H,70-79,2021-11-04,122,13,1,2
H,70-79,2021-11-05,139,20,3,3
H,70-79,2021-11-06,72,14,3,1
H,70-79,2021-11-07,52,23,2,3
H,70-79,2021-11-08,134,31,4,1
H,70-79,2021-11-09,160,32,5,9
H,70-79,2021-11-10,156,31,6,3
H,70-79,2021-11-11,159,27,4,1
H,70-79,2021-11-12,181,14,3,3
H,70-79,2021-11-13,101,19,2,2
H,70-79,2021-11-14,83,17,5,0
H,70-79,2021-11-15,227,28,2,2
H,70-79,2021-11-16,201,30,2,3
H,70-79,2021-11-17,242,31,2,2
H,70-79,2021-11-18,241,31,3,3
H,70-79,2021-11-19,288,29,5,1
H,70-79,2021-11-20,146,31,4,1
H,70-79,2021-11-21,125,39,6,1
H,70-79,2021-11-22,319,38,3,4
H,70-79,2021-11-23,336,47,12,4
H,70-79,2021-11-24,330,56,3,2
H,70-79,2021-11-25,323,31,13,3
H,70-79,2021-11-26,354,42,7,3
H,70-79,2021-11-27,195,32,7,3
H,70-79,2021-11-28,135,43,5,3
H,70-79,2021-11-29,344,44,9,3
H,70-79,2021-11-30,317,62,9,5
H,70-79,2021-12-01,397,41,9,5
H,70-79,2021-12-02,379,45,7,6
H,70-79,2021-12-03,385,52,8,6
H,70-79,2021-12-04,251,46,6,8
H,70-79,2021-12-05,180,35,9,5
H,70-79,2021-12-06,162,42,1,9
H,70-79,2021-12-07,423,53,10,6
H,70-79,2021-12-08,235,38,11,5
H,70-79,2021-12-09,423,41,5,7
H,70-79,2021-12-10,471,51,9,10
H,70-79,2021-12-11,310,51,8,4
H,70-79,2021-12-12,222,36,8,5
H,70-79,2021-12-13,415,47,9,7
H,70-79,2021-12-14,429,58,7,11
H,70-79,2021-12-15,457,52,13,5
H,70-79,2021-12-16,421,66,11,9
H,70-79,2021-12-17,495,52,19,7
H,70-79,2021-12-18,304,37,5,9
H,70-79,2021-12-19,232,39,8,10
H,70-79,2021-12-20,585,65,11,4
H,70-79,2021-12-21,691,47,7,8
H,70-79,2021-12-22,740,46,7,4
H,70-79,2021-12-23,944,45,5,14
H,70-79,2021-12-24,828,59,6,5
H,70-79,2021-12-25,563,53,5,8
H,70-79,2021-12-26,589,51,4,7
H,70-79,2021-12-27,1413,87,7,11
H,70-79,2021-12-28,1847,95,10,12
H,70-79,2021-12-29,2007,101,10,9
H,70-79,2021-12-30,2212,83,7,13
H,70-79,2021-12-31,1630,63,9,9
H,70-79,2022-01-01,869,70,7,13
H,70-79,2022-01-02,1066,80,11,4
H,70-79,2022-01-03,2152,95,6,15
H,70-79,2022-01-04,2537,123,11,13
H,70-79,2022-01-05,2762,120,15,13
H,70-79,2022-01-06,1218,102,7,12
H,70-79,2022-01-07,2510,89,13,12
H,70-79,2022-01-08,1600,94,13,23
H,70-79,2022-01-09,1267,82,9,16
H,70-79,2022-01-10,2842,126,16,19
H,70-79,2022-01-11,2961,134,11,6
H,70-79,2022-01-12,2622,116,9,18
H,70-79,2022-01-13,2527,103,8,20
H,70-79,2022-01-14,2359,104,7,13
H,70-79,2022-01-15,1460,83,10,9
H,70-79,2022-01-16,1007,97,9,14
H,70-79,2022-01-17,2332,103,16,5
H,80+,2020-01-01,0,2,0,0
H,80+,2020-01-02,0,6,0,0
H,80+,2020-01-03,0,1,0,0
H,80+,2020-01-04,0,0,0,0
H,80+,2020-01-05,0,1,0,0
H,80+,2020-01-06,0,0,0,0
H,80+,2020-01-07,0,0,0,0
H,80+,2020-01-08,0,1,0,0
H,80+,2020-01-09,0,0,0,0
H,80+,2020-01-10,0,3,0,0
H,80+,2020-01-11,0,0,0,0
H,80+,2020-01-12,0,1,0,0
H,80+,2020-01-13,0,0,0,0
H,80+,2020-01-14,0,0,0,0
H,80+,2020-01-15,0,2,0,0
H,80+,2020-01-16,0,1,0,0
H,80+,2020-01-17,0,0,0,0
H,80+,2020-01-18,0,0,0,0
H,80+,2020-01-19,0,1,0,0
H,80+,2020-01-20,0,2,0,0
H,80+,2020-01-21,0,2,0,0
H,80+,2020-01-22,0,0,0,0
H,80+,2020-01-23,0,0,0,0
H,80+,2020-01-24,0,4,0,0
H,80+,2020-01-25,0,0,0,0
H,80+,2020-01-26,0,0,0,0
H,80+,2020-01-27,0,1,0,0
H,80+,2020-01-28,0,0,0,0
H,80+,2020-01-29,0,4,0,0
H,80+,2020-01-30,0,2,0,0
H,80+,2020-01-31,0,4,0,0
H,80+,2020-02-01,0,1,0,0
H,80+,2020-02-02,0,1,0,0
H,80+,2020-02-03,0,3,0,0
H,80+,2020-02-04,0,1,0,0
H,80+,2020-02-05,0,0,0,0
H,80+,2020-02-06,0,5,0,0
H,80+,2020-02-07,0,4,0,0
H,80+,2020-02-08,0,0,0,0
H,80+,2020-02-09,0,2,0,0
H,80+,2020-02-10,0,3,0,0
H,80+,2020-02-11,0,3,0,0
H,80+,2020-02-12,0,4,0,0
H,80+,2020-02-13,0,3,0,0
H,80+,2020-02-14,0,4,0,0
H,80+,2020-02-15,0,5,0,0
H,80+,2020-02-16,0,3,0,0
H,80+,2020-02-17,0,6,0,0
H,80+,2020-02-18,0,4,0,0
H,80+,2020-02-19,0,7,0,0
H,80+,2020-02-20,0,8,0,0
H,80+,2020-02-21,0,9,0,0
H,80+,2020-02-22,0,6,1,0
H,80+,2020-02-23,0,7,1,0
H,80+,2020-02-24,0,8,0,0
H,80+,2020-02-25,0,7,1,0
H,80+,2020-02-26,0,12,1,0
H,80+,2020-02-27,0,8,0,0
H,80+,2020-02-28,0,15,1,0
H,80+,2020-02-29,1,10,0,0
H,80+,2020-03-01,2,9,0,0
H,80+,2020-03-02,3,20,0,0
H,80+,2020-03-03,6,25,0,0
H,80+,2020-03-04,14,31,2,1
H,80+,2020-03-05,20,51,5,0
H,80+,2020-03-06,26,44,3,2
H,80+,2020-03-07,32,57,1,3
H,80+,2020-03-08,33,54,3,7
H,80+,2020-03-09,76,101,1,7
H,80+,2020-03-10,91,90,3,13
H,80+,2020-03-11,132,134,1,15
H,80+,2020-03-12,136,137,7,20
H,80+,2020-03-13,177,168,5,38
H,80+,2020-03-14,172,185,7,46
H,80+,2020-03-15,201,199,5,43
H,80+,2020-03-16,306,296,9,74
H,80+,2020-03-17,410,343,9,67
H,80+,2020-03-18,432,394,7,92
H,80+,2020-03-19,485,401,5,122
H,80+,2020-03-20,492,417,7,149
H,80+,2020-03-21,443,359,4,175
H,80+,2020-03-22,422,372,12,186
H,80+,2020-03-23,620,503,9,208
H,80+,2020-03-24,734,512,8,230
H,80+,2020-03-25,744,533,10,270
H,80+,2020-03-26,720,494,5,269
H,80+,2020-03-27,711,474,3,258
H,80+,2020-03-28,612,425,2,248
H,80+,2020-03-29,471,319,1,236
H,80+,2020-03-30,635,473,4,271
H,80+,2020-03-31,684,378,2,303
H,80+,2020-04-01,645,413,4,286
H,80+,2020-04-02,643,391,3,272
H,80+,2020-04-03,629,318,3,255
H,80+,2020-04-04,450,295,2,227
H,80+,2020-04-05,370,238,2,232
H,80+,2020-04-06,555,308,5,218
H,80+,2020-04-07,541,342,2,220
H,80+,2020-04-08,532,300,3,223
H,80+,2020-04-09,482,247,3,200
H,80+,2020-04-10,512,223,4,176
H,80+,2020-04-11,343,173,3,174
H,80+,2020-04-12,339,176,2,159
H,80+,2020-04-13,349,189,3,159
H,80+,2020-04-14,374,204,4,173
H,80+,2020-04-15,377,175,4,154
H,80+,2020-04-16,352,182,0,119
H,80+,2020-04-17,360,167,5,156
H,80+,2020-04-18,235,120,2,118
H,80+,2020-04-19,162,82,0,92
H,80+,2020-04-20,236,117,1,128
H,80+,2020-04-21,253,127,2,114
H,80+,2020-04-22,246,105,2,90
H,80+,2020-04-23,219,79,1,96
H,80+,2020-04-24,174,83,1,90
H,80+,2020-04-25,108,68,1,85
H,80+,2020-04-26,60,38,0,73
H,80+,2020-04-27,115,52,2,76
H,80+,2020-04-28,152,37,0,62
H,80+,2020-04-29,105,50,1,69
H,80+,2020-04-30,82,44,0,52
H,80+,2020-05-01,63,32,0,50
H,80+,2020-05-02,52,36,1,53
H,80+,2020-05-03,39,29,1,59
H,80+,2020-05-04,79,35,2,44
H,80+,2020-05-05,73,38,0,44
H,80+,2020-05-06,68,29,1,41
H,80+,2020-05-07,68,31,2,43
H,80+,2020-05-08,60,25,0,32
H,80+,2020-05-09,31,25,0,31
H,80+,2020-05-10,27,18,1,23
H,80+,2020-05-11,34,18,1,23
H,80+,2020-05-12,43,17,0,30
H,80+,2020-05-13,46,16,1,13
H,80+,2020-05-14,41,22,0,22
H,80+,2020-05-15,36,16,0,29
H,80+,2020-05-16,17,9,0,16
H,80+,2020-05-17,19,6,0,18
H,80+,2020-05-18,25,12,0,19
H,80+,2020-05-19,37,13,0,17
H,80+,2020-05-20,32,15,0,12
H,80+,2020-05-21,41,6,0,13
H,80+,2020-05-22,37,9,0,15
H,80+,2020-05-23,19,6,0,14
H,80+,2020-05-24,9,8,0,12
H,80+,2020-05-25,19,14,0,19
H,80+,2020-05-26,39,10,0,9
H,80+,2020-05-27,26,11,1,9
H,80+,2020-05-28,18,4,0,12
H,80+,2020-05-29,25,12,0,15
H,80+,2020-05-30,21,15,1,12
H,80+,2020-05-31,9,3,1,7
H,80+,2020-06-01,12,2,0,10
H,80+,2020-06-02,9,5,0,13
H,80+,2020-06-03,26,9,0,13
H,80+,2020-06-04,23,8,0,10
H,80+,2020-06-05,14,9,2,4
H,80+,2020-06-06,6,2,0,4
H,80+,2020-06-07,10,6,0,3
H,80+,2020-06-08,18,3,0,8
H,80+,2020-06-09,14,4,0,3
